idrev_places;text;estrellas;label;fecha_q;fecha_rev;id_place;usuarios_iduser;num palabras
ChdDSUhNMG9nS0VJQ0FnSUNReWUtanhBRRAB;Buen lugar sobre la auto norte;3;neutro;2022-8-3;Hace 4 años;4843296740317975;1.00692648840621E+020;6
ChdDSUhNMG9nS0VJQ0FnSUNReWZIcDBnRRAB;Falta capacitar el personal para dar mejor atención a los clientes;3;neutro;2022-7-26;Hace 4 años;4.66771997414176E+016;1.04543997792597E+020;11
ChdDSUhNMG9nS0VJQ0FnSUNRLU5mYXB3RRAB;Servicio de venta de combustibles y aceites;3;neutro;2022-7-26;Hace 3 años;4.54946857408951E+016;1.09961359600913E+020;7
ChdDSUhNMG9nS0VJQ0FnSUNrM2NMeXBBRRAB;Alguien sabe si el lunes festivo atienden;3;neutro;2022-7-28;Hace 3 años;4.62475997410401E+016;1.05949559707951E+020;7
ChdDSUhNMG9nS0VJQ0FnSUNRM3VIZjhRRRAB;Combustble;3;neutro;2022-7-28;Hace 4 años;4.75702047415811E+016;1.00580211864343E+020;1
ChdDSUhNMG9nS0VJQ0FnSUNRMi1hcTF3RRAB;En las mañanas y en las noches mucha gente va y viene;3;neutro;2022-7-28;Hace 5 años;1.93602821989952E+017;1.15824731198719E+020;12
ChdDSUhNMG9nS0VJQ0FnSUNRMTRiTm1RRRAB;Normal... sin nada q la diferencia;4;neutro;2022-7-26;Hace 5 años;4.65711927413773E+016;1.01505395040469E+020;6
ChdDSUhNMG9nS0VJQ0FnSUNRMWNQdjNnRRAB;Dentro de la estación seguro fuera con cuidado gracias al Gobierno malo de la zona;3;neutro;2022-7-28;Hace 4 años;1.93602821989952E+017;1.00305955372019E+020;15
ChdDSUhNMG9nS0VJQ0FnSUNRMXZlODl3RRAB;Los precios no son los más bajos pero es bueno para revisar llantas y estado del vehículo;3;neutro;2022-8-3;Hace 5 años;4.84905467402986E+016;1.01186915230776E+020;17
ChdDSUhNMG9nS0VJQ0FnSUNrN2V6bzJBRRAB;Buen precio y calidad de combustible, pero hay muy pocos empleados para el volumen de vehículos que la frecuentan, y a veces no atienden con la mejor actitud, ojalá mejoraran en ese aspecto, porque en realidad uno va a tanquear es porque toca, no porque le guste hacerlo en esa estación en particular;3;neutro;2022-7-28;Hace 3 años;462467274179157;1.07964761104487E+020;53
ChdDSUhNMG9nS0VJQ0FnSUNRNmJMSTl3RRAB;El combustible es mas económico que en otros lugares pero me da la impresión que no tiene un buen rendimiento .;3;neutro;2022-7-26;Hace 4 años;4.68345657409731E+016;1.0605789706609E+020;21
ChdDSUhNMG9nS0VJQ0FnSUNRNnQzSW1BRRAB;Le falta un poco de servicio..;3;neutro;2022-7-26;Hace 4 años;4718154740685686;1.00793417774884E+020;6
ChdDSUhNMG9nS0VJQ0FnSUNROHRuOW93RRAB;Gasolina algo costosa;3;neutro;2022-7-28;Hace 4 años;4.5948411741455E+016;1.09208805214601E+020;3
ChdDSUhNMG9nS0VJQ0FnSUNROHY3Yml3RRAB;No aceptan millas de avianca;3;neutro;2022-7-26;Hace 4 años;466587740745194;1.10198008726166E+020;5
ChdDSUhNMG9nS0VJQ0FnSUNRX3NDVG5nRRAB;No lo conozco;3;neutro;2022-7-26;Hace 4 años;4.66179747413784E+016;1.07649365382244E+020;3
ChdDSUhNMG9nS0VJQ0FnSUNRZ1lEdi13RRAB;Estación de combustibles;3;neutro;2022-7-26;Hace 4 años;4.73103297402422E+016;1.05314362711368E+020;3
ChdDSUhNMG9nS0VJQ0FnSUNRZ1luSzFRRRAB;Normal todo normal;3;neutro;2022-8-3;Hace 6 años;4.56665037422806E+016;1.08142422620929E+020;3
ChdDSUhNMG9nS0VJQ0FnSUNta2QyQjRRRRAB;Buen servicio, buen producto, precio alto;3;neutro;2022-7-26;Hace 6 meses;4.74162787413804E+016;1.13933377643441E+020;6
ChdDSUhNMG9nS0VJQ0FnSUNtamY3NDN3RRAB;Siempre está congestionado. Hay que disponer de buen tiempo para tanquear!;3;neutro;2022-7-28;Hace 6 meses;4580642774154869;1.0481976404251E+020;11
ChdDSUhNMG9nS0VJQ0FnSUNtaWFuRTBBRRAB;En lo normal;4;neutro;2022-7-26;Hace 6 meses;4.57900327412772E+016;1.17715801751118E+020;3
ChdDSUhNMG9nS0VJQ0FnSUNtbGVhM3pnRRAB;Está bien ubicada pero su tienda  tiene precios muy elevados.;3;neutro;2022-7-26;Hace 6 meses;4.64473817406164E+016;1.0772527532496E+020;10
ChdDSUhNMG9nS0VJQ0FnSUNtbmRtSGdRRRAB;Ojo con el cobro y lo que le cargan en su vehículo;3;neutro;2022-7-26;Hace 6 meses;4694087774123264;1.00326189200606E+020;12
ChdDSUhNMG9nS0VJQ0FnSUNtc2NuZm53RRAB;Mucha fila. Ok atencion;3;neutro;2022-7-26;Hace 6 meses;464043674115471;1.00198825980554E+020;4
ChdDSUhNMG9nS0VJQ0FnSUNtc3AyOTFBRRAB;Le falta un poco mas de especialización a los empleados para que puedan hacer su trabajo, no saben sacar una factura;3;neutro;2022-8-2;Hace 7 meses;5.06888057459944E+016;1.15684492354194E+020;21
ChdDSUhNMG9nS0VJQ0FnSUNtcmNpRWpRRRAB;En varias veces no había gasolina;3;neutro;2022-8-3;Hace 6 meses;4.51058187412067E+016;1.13565704932322E+020;6
ChdDSUhNMG9nS0VJQ0FnSUNtcy1iQWxRRRAB;Cobran por el servicio de baño;3;neutro;2022-7-26;Hace 6 meses;4618427414581;1.15420882948249E+020;6
ChdDSUhNMG9nS0VJQ0FnSUNtczZfcnp3RRAB;Muy concurrido y algo lento el servicio. Hay que esperar pues tienen una sola persona atendiendo 6 vehiculos.;3;neutro;2022-7-26;Hace 6 meses;466587740745194;1.01217873327565E+020;18
ChdDSUhNMG9nS0VJQ0FnSUNtdGNEU193RRAB;Normal los presios;4;neutro;2022-8-2;Hace 6 meses;4906157744257343;1.18007102248955E+020;3
ChdDSUhNMG9nS0VJQ0FnSUNteDdHMHZnRRAB;Es un poco demorada la atención debido a la gran cantidad de vehículos pero el personal es amable;3;neutro;2022-7-26;Hace 6 meses;469649774084532;1.12846207950957E+020;18
ChdDSUhNMG9nS0VJQ0FnSUNteGVlbG5BRRAB;Algo regular el servicio;3;neutro;2022-7-26;Hace 6 meses;4718154740685686;1.17381343340526E+020;4
ChdDSUhNMG9nS0VJQ0FnSUNteU9PUWdnRRAB;Le falta servicio de cajeros bancarios y/o al toque;3;neutro;2022-7-28;Hace 7 meses;4.75702047415811E+016;1.14482836815919E+020;9
ChdDSUhNMG9nS0VJQ0FnSUNTeUtiaV93RRAB;Deben revisar y calibrar los medidores de gasolina;3;neutro;2022-7-26;Hace un año;4.61523767412757E+016;1.04320040004363E+020;8
ChdDSUhNMG9nS0VJQ0FnSUNtLU5qWHlnRRAB;Está en arreglos locativos;3;neutro;2022-7-26;Hace 7 meses;4.60448977412464E+016;1.09002810940856E+020;4
ChdDSUhNMG9nS0VJQ0FnSUNtME5ibTJ3RRAB;Es muy normal eh incluso algo costoso;3;neutro;2022-7-26;Hace 7 meses;4719897405882;1.06959274208798E+020;7
ChdDSUhNMG9nS0VJQ0FnSUNtMjY3RzhRRRAB;Es una estación normal, con precios dentro del promedio;5;neutro;2022-7-26;Hace 6 meses;4.68646257408148E+016;1.02744089827723E+020;9
ChdDSUhNMG9nS0VJQ0FnSUNtMjZueGt3RRAB;Estación de servicio poco concurrida por lo que el repostaje es bastante rápido... Los accesos están algo mal con huecos.. el precio de los combustibles es un poco más caro que en otras estaciones..;3;neutro;2022-8-2;Hace 6 meses;4.70277787422694E+016;1.08161462605424E+020;34
ChdDSUhNMG9nS0VJQ0FnSUNtMmRLdTVRRRAB;Tiene lo necesario aparte de gasolinera, monta llantas, minisupermercado y unos cajeros;3;neutro;2022-7-28;Hace 6 meses;4613009474171582;1.06425430187536E+020;12
ChdDSUhNMG9nS0VJQ0FnSUNTMXZXMXBnRRAB;Regular tres cuartos;2;neutro;2022-8-3;Hace un año;4600049674089636;1.07570425526916E+020;3
ChdDSUhNMG9nS0VJQ0FnSUNtN09EeWlRRRAB;Incomodo pero buen precio;5;neutro;2022-7-26;Hace 7 meses;469649774084532;1.04998787144735E+020;4
ChdDSUhNMG9nS0VJQ0FnSUNtN0pxZXFBRRAB;Uno de los precios más competitivos;3;neutro;2022-8-3;Hace 5 meses;4.57714977422226E+016;1.03055921478774E+020;6
ChdDSUhNMG9nS0VJQ0FnSUNTNHJIQjFBRRAB;Normal, es un poco más costosa que las primas que se encuentran antes de la salida.;3;neutro;2022-8-3;Hace un año;4.7589537740448E+016;1.12892730893519E+020;16
ChdDSUhNMG9nS0VJQ0FnSUNTNl9ETG9RRRAB;Hay gas vanti;5;neutro;2022-7-26;Hace un año;4.74645277402274E+016;1.17682789396733E+020;3
ChdDSUhNMG9nS0VJQ0FnSUNtX3BTWjVnRRAB;No tiene sistema para acumular puntos y, muy regular la atención.;3;neutro;2022-8-3;Hace 7 meses;4600049674089636;1.09991826463923E+020;11
ChdDSUhNMG9nS0VJQ0FnSUNtZ052cHNnRRAB;Precios de combustibles bajos y buen servicio un poco demorado por la cantidad de clientes pero es tolerable;3;neutro;2022-7-26;Hace 7 meses;4.61523767412757E+016;1.18139775557316E+020;18
ChdDSUhNMG9nS0VJQ0FnSUNtZ2M2ZnR3RRAB;Bien pero lento el servicio;4;neutro;2022-7-26;Hace 6 meses;4.72670677404995E+016;1.04549148519219E+020;5
ChdDSUhNMG9nS0VJQ0FnSUNvaGR2RjJBRRAB;La medida de combustible es buena , pero la atención es muy regular , después de las 7pm solo ahí tres personas para atender islas de gasolina y gas , es muy demorado poder tanquear y pagar , esto es algo que sucede todos los días . No existe orden en la estación en ese horario nocturno.;3;neutro;2022-7-26;Hace 3 años;4718154740685686;1.06553304502049E+020;57
ChdDSUhNMG9nS0VJQ0FnSUNvaS03NnpBRRAB;Lo básico;4;neutro;2022-7-26;Hace 3 años;4750852740433842;1.14044290539577E+020;2
ChdDSUhNMG9nS0VJQ0FnSUNVaWJYc3RRRRAB;A veces no hay gasolina;3;neutro;2022-8-3;Hace 3 años;4.8997726740298E+016;1.05601576421094E+020;5
ChdDSUhNMG9nS0VJQ0FnSUNvaXZpSDRRRRAB;Amabilidad normalita...;3;neutro;2022-8-2;Hace 3 años;5008867447821;1.16806390385835E+020;2
ChdDSUhNMG9nS0VJQ0FnSUNvbDlQUmdnRRAB;Estación de servicio con serviteca y montallantas;3;neutro;2022-7-28;Hace 3 años;469473974151758;1.15138901731537E+020;7
ChdDSUhNMG9nS0VJQ0FnSUNVbDRtRXd3RRAB;Es una buena estación ya que llega mucho carro de todo tipo, tienen en cuenta los puntos Terpel, lo único es que la entrada por la Cali está terrible /dañada.;3;neutro;2022-7-26;Hace 2 años;4639477415666;1.141061282902E+020;30
ChdDSUhNMG9nS0VJQ0FnSUNvbi0yRjRBRRAB;Ubicada;4;neutro;2022-7-26;Hace 3 años;4718154740685686;1.15184110476449E+020;1
ChdDSUhNMG9nS0VJQ0FnSUNvbUsycXB3RRAB;Económica es autoservicio pero lo compensa el precio de la gasolina;3;neutro;2022-7-26;Hace 3 años;4.59093227412556E+016;1.06211924513314E+020;11
ChdDSUhNMG9nS0VJQ0FnSUNVcE9DeDNnRRAB;Casi no.la emcuetro para tanquear gas;3;neutro;2022-8-3;Hace 3 años;4.84916357405496E+016;1.18356066500658E+020;6
ChdDSUhNMG9nS0VJQ0FnSUNvcUkyRXZ3RRAB;" Gasolinera normal


Normal gas station";4;neutro;2022-7-26;Hace 3 años;4.69518277414031E+016;1.00045234505566E+020;4
ChdDSUhNMG9nS0VJQ0FnSUNVd0xleHVnRRAB;Buenos precios. Pésima atención;3;neutro;2022-7-26;Hace 3 años;4719897405882;1.12110530872187E+020;4
ChdDSUhNMG9nS0VJQ0FnSUNVd1AySDZBRRAB;Está bien ubicada y se necesita. Sin embargo el espacio es mínimo y genera trancón, tanto sobre el andén peatonal, la cicloruta, así como sobre la Av. Boyacá. La cercanía con los locales comerciales y los apartamentos no me parece segura.;3;neutro;2022-7-26;Hace 3 años;469649774084532;1.10542020097867E+020;41
ChdDSUhNMG9nS0VJQ0FnSUNvd3BDbXhnRRAB;esta bomba de gasolina esta ubicada en el centro de la ciudad muy util para tanquear su vehiculo pero cuenta  con una gran problematica que es el peligro al que esta espuesta la mat¡yoria de las personas alrededor ya que hay muchos negocios;3;neutro;2022-8-3;Hace 3 años;5.02345817400153E+016;1.13731665134153E+020;43
ChdDSUhNMG9nS0VJQ0FnSUNvd3JmMWxRRRAB;Promedio;5;neutro;2022-8-3;Hace 3 años;5.02345817400153E+016;1.00074344429783E+020;1
ChdDSUhNMG9nS0VJQ0FnSUNVd3RHc3h3RRAB;Falta mejorar la atención al ciudadano;3;neutro;2022-7-26;Hace 3 años;4.68746437403537E+016;1.17346823200314E+020;6
ChdDSUhNMG9nS0VJQ0FnSUNvdDhiNzhnRRAB;Un poco cara la gasolina.;3;neutro;2022-7-26;Hace 3 años;462965374192964;1.17278720669438E+020;5
ChdDSUhNMG9nS0VJQ0FnSUNvdi1xVDdRRRAB;Has Gas Vehicular;3;neutro;2022-7-26;Hace 3 años;464043674115471;1.1623322561339E+020;3
ChdDSUhNMG9nS0VJQ0FnSUNvdjdMejdnRRAB;Buen sitio para tanquear, hay tienda de mecato;3;neutro;2022-8-3;Hace 3 años;4.56665037422806E+016;1.1623322561339E+020;8
ChdDSUhNMG9nS0VJQ0FnSUNVdWNMbjh3RRAB;Servicio regular y los puntos millas no los toman bien. Por eso no los carga el sistema;3;neutro;2022-7-26;Hace 2 años;4.69285447412116E+016;1.09760806655447E+020;17
ChdDSUhNMG9nS0VJQ0FnSUNveHRfNy1RRRAB;Básico;3;neutro;2022-7-26;Hace 3 años;4.6141983741358E+016;1.15463124333645E+020;1
ChdDSUhNMG9nS0VJQ0FnSUNvel9HdF9RRRAB;" Los motoristas se detienen, un poco abarrotado

";3;neutro;2022-8-3;Hace 3 años;4.86950227402262E+016;1.1143740239417E+020;7
ChdDSUhNMG9nS0VJQ0FnSUNveVByQThRRRAB;EDS;3;neutro;2022-7-26;Hace 3 años;4.66422737401093E+016;1.15138901731537E+020;1
ChdDSUhNMG9nS0VJQ0FnSUNVLTdQVHVRRRAB;Esta bien el precio para tanquear;3;neutro;2022-7-28;Hace 2 años;4613009474171582;1.18148315359684E+020;6
ChdDSUhNMG9nS0VJQ0FnSUNvLU92Vml3RRAB;Solo de paso para tanquear...;3;neutro;2022-7-28;Hace 3 años;4.81924477403467E+016;1.11328142593865E+020;5
ChdDSUhNMG9nS0VJQ0FnSUNvMDRqWHpnRRAB;Es una estación de gasolina cómoda para poder poner gasolina al carro. No es el precio más bajo que se puede encontrar en la zona. Pero definitivamente al estar en toda la esquina de la 138 con 53 es muy cómodo para girar entrar tanquear y salir sin problema alguno;3;neutro;2022-7-26;Hace 3 años;4.72521877405704E+016;1.04565007950323E+020;50
ChdDSUhNMG9nS0VJQ0FnSUNVMFpxZnl3RRAB;Ya no es de Esso, ahora es Texaco;3;neutro;2022-7-28;Hace 3 años;4.61739997416432E+016;1.14761868521543E+020;8
ChdDSUhNMG9nS0VJQ0FnSUNvN0pHWDN3RRAB;Muy concurrida, parqueaderos disponibles, buen comercio alrededor... Se pueden acumular millas lifemiles;3;neutro;2022-7-26;Hace 3 años;4.70633277405451E+016;1.00408793434948E+020;12
ChdDSUhNMG9nS0VJQ0FnSUNVN1A3ZXd3RRAB;Esta bien pero no hay gasolina extra;3;neutro;2022-8-2;Hace 3 años;4.7038959742238E+016;1.11253953883056E+020;7
ChdDSUhNMG9nS0VJQ0FnSUNvNExMMDdBRRAB;Viví cerca, tanqueaba recurrentemente, el servicio es regular pero mantiene vacío;3;neutro;2022-7-26;Hace 3 años;4688447406199;1.16301877078013E+020;11
ChdDSUhNMG9nS0VJQ0FnSUNVNkt1b3JnRRAB;Medianamente bien.;3;neutro;2022-8-2;Hace 3 años;4.85038727427357E+016;1.0808991738379E+020;2
ChdDSUhNMG9nS0VJQ0FnSUNVNTdUR3J3RRAB;Demasiados colados la policía debería estar más pendiente de eso;3;neutro;2022-7-28;Hace 2 años;4.5948411741455E+016;1.18080323993707E+020;10
ChdDSUhNMG9nS0VJQ0FnSUNvNWFxTW5RRRAB;La vigilancia es buena y respetuosa, pero que embarrada que no dejen entrar el carro de los visitantes.;3;neutro;2022-7-28;Hace 3 años;4.63952627410735E+016;1.0612145711097E+020;18
ChdDSUhNMG9nS0VJQ0FnSUNVODhhZDRnRRAB;Bien combustible, atención muy regular.;3;neutro;2022-7-26;Hace 2 años;4.61993487416084E+016;1.0932906919386E+020;5
ChdDSUhNMG9nS0VJQ0FnSUNvODl5d3RBRRAB;En las últimas semanas En la noche no hay gasolina adicional tienen uno de los precios por galón más altos;3;neutro;2022-7-26;Hace 3 años;4.64473817406164E+016;1.04904238934907E+020;20
ChdDSUhNMG9nS0VJQ0FnSUNVOE0tZ3dBRRAB;Precio bueno, mala atencion del personal.;1;neutro;2022-7-28;Hace 3 años;4.58828047411459E+016;1.08618259688075E+020;6
ChdDSUhNMG9nS0VJQ0FnSUNvOG8yUzd3RRAB;Mucho comercio;3;neutro;2022-7-26;Hace 3 años;4.62015767409895E+016;1.0049977776955E+020;2
ChdDSUhNMG9nS0VJQ0FnSUNvZ3EtVXp3RRAB;Todo esta muy normal pero me gustó la atención;3;neutro;2022-7-26;Hace 3 años;4.6023293741021E+016;1.12042511025508E+020;9
ChdDSUhNMG9nS0VJQ0FnSUNxa3EyT2hnRRAB;Los trabajadores no están muy pendientes.;3;neutro;2022-7-26;Hace un año;4.74112917408999E+016;1.0233339516982E+020;6
ChdDSUhNMG9nS0VJQ0FnSUNXaGVqbDhRRRAB;La gasolina es costosa, solo pasa a tanquear de ser necesario o de ser con puntos Colombia.;3;neutro;2022-7-26;Hace 4 meses;471084574047927;1.13647453219599E+020;17
ChdDSUhNMG9nS0VJQ0FnSUNxaHFENTlnRRAB;Normal cargar gasolina y listo.;5;neutro;2022-7-26;Hace un año;4.74162787413804E+016;1.0036616025443E+020;5
ChdDSUhNMG9nS0VJQ0FnSUNxaHJYSmhRRRAB;Más omenos;5;neutro;2022-8-3;Hace un año;4.61666127409817E+016;1.02773375733277E+020;2
ChdDSUhNMG9nS0VJQ0FnSUNxajQtRXJBRRAB;En límites con la ruralidad;3;neutro;2022-7-28;Hace un año;4.46767967412844E+016;1.07656508635294E+020;5
ChdDSUhNMG9nS0VJQ0FnSUNXb3VfQmtBRRAB;Su servicio es rápido, sin embargo, el servicio de baño es con baño portátil y no estaba en las mejores condiciones.;2;neutro;2022-7-26;Hace 5 meses;4.72137857406094E+016;1.09432760930149E+020;21
ChdDSUhNMG9nS0VJQ0FnSUNxbEpqTXhnRRAB;Via cota suba;4;neutro;2022-7-28;Hace un año;4766165740797377;1.16945829508092E+020;3
ChdDSUhNMG9nS0VJQ0FnSUNxbU1LZzN3RRAB;Una estación de servicio normal. Ni buena ni mala atención;4;neutro;2022-7-26;Hace un año;469649774084532;1.01704008835774E+020;10
ChdDSUhNMG9nS0VJQ0FnSUNxcElXc3FBRRAB;Es bueno el servicio. El precio es aceptable. Pero la salida es un problema.;3;neutro;2022-7-28;Hace un año;6.19695877555764E+016;1.04419946728165E+020;14
ChdDSUhNMG9nS0VJQ0FnSUNXcGNfVnlRRRAB;Nada se porque la gasolina no rinde como uno espera;3;neutro;2022-7-26;Hace 4 meses;4.57883657412515E+016;1.01962036524906E+020;10
ChdDSUhNMG9nS0VJQ0FnSUNXcktPUl9RRRAB;Pocas estaciones con gasolina extra pero a buen precio la corriente;3;neutro;2022-7-28;Hace 5 meses;4.6225473741246E+016;1.0174041289291E+020;11
ChdDSUhNMG9nS0VJQ0FnSUNxcUxlWHR3RRAB;Lo malo es que se hace mucha fila es bueno tanquear en la madrugada;4;neutro;2022-7-26;Hace un año;4.74112917408999E+016;1.06959274208798E+020;14
ChdDSUhNMG9nS0VJQ0FnSUNxcXNiTHpnRRAB;Frente al terminal de Facatativá;3;neutro;2022-8-2;Hace un año;4.81687367436244E+016;1.1004820607001E+020;5
ChdDSUhNMG9nS0VJQ0FnSUNxczkyU3dRRRAB;es una lotería ser  atendido en la madrugada;3;neutro;2022-7-28;Hace un año;4.63815367406957E+016;1.10975762056638E+020;8
ChdDSUhNMG9nS0VJQ0FnSUNXd08teWlnRRAB;el precio de la gasolina es favorable, pero la atención de un empleado de la costa es indeseable muy mala experiencia;3;neutro;2022-7-26;Hace 5 meses;4.73103297402422E+016;1.1594386667388E+020;21
ChdDSUhNMG9nS0VJQ0FnSUNxd3ZlVF9nRRAB;Solo fue de paso;3;neutro;2022-7-28;Hace un año;4.60390667414269E+016;1.10821200004465E+020;4
ChdDSUhNMG9nS0VJQ0FnSUNxdHJxRmt3RRAB;Muy pocos surtidores para la alta demanda;3;neutro;2022-7-28;Hace un año;4580642774154869;1.12693534858962E+020;7
ChdDSUhNMG9nS0VJQ0FnSUNxdnFqenFBRRAB;Buena atención pero mucha afluencia vehicular al tanquear provoca trancones;3;neutro;2022-7-26;Hace un año;4718903674055257;1.13054485745701E+020;10
ChdDSUhNMG9nS0VJQ0FnSUNXdV95U2t3RRAB;Por sus años en ese punto, ya debería modernizar sus instalaciones y tener otros servicios al público, un ambiente más acogedor donde se pueda pasar un agradable momento tomando un café u otras;3;neutro;2022-8-2;Hace 4 meses;4.70277787422694E+016;1.17758811781425E+020;33
ChdDSUhNMG9nS0VJQ0FnSUNXdWZLUG1BRRAB;Normal y caro la gaOñina;3;neutro;2022-8-2;Hace 5 meses;5.00398337447144E+016;1.03719067592458E+020;5
ChdDSUhNMG9nS0VJQ0FnSUNXLU5DeWp3RRAB;Es un lugar de paso;3;neutro;2022-7-28;Hace 5 meses;1.93602821989952E+017;1.03163543741057E+020;5
ChdDSUhNMG9nS0VJQ0FnSUNxLWI2WF9BRRAB;Se pueden mejorar los precios;3;neutro;2022-8-3;Hace un año;4.77589557414272E+016;1.00307908604292E+020;5
ChdDSUhNMG9nS0VJQ0FnSUNxMFkzV2xBRRAB;Aun no me terminan de entregar mi carro;3;neutro;2022-7-28;Hace un año;4.65604947406808E+016;1.08325618717556E+020;8
ChdDSUhNMG9nS0VJQ0FnSUNXMjhibjhnRRAB;Puede ser mejor la atención?;3;neutro;2022-7-26;Hace 4 meses;4.69176027405592E+016;1.00135455344917E+020;5
ChdDSUhNMG9nS0VJQ0FnSUNXMkoyUGdRRRAB;Un poquito desordenado;3;neutro;2022-8-3;Hace 5 meses;4.40845777438956E+016;1.14490948137189E+020;3
ChdDSUhNMG9nS0VJQ0FnSUNXMTdDSGxnRRAB;La atención es muuyy lenta falta que piensen en métodos de inovación para el negocio estamos en la era digital y además sobrepoblados es hora de ir más alla!!;3;neutro;2022-7-28;Hace 4 meses;4580642774154869;1.03965993210938E+020;29
ChdDSUhNMG9nS0VJQ0FnSUNxMUxYQXZBRRAB;Faltan operarios para un mejor servicio.;3;neutro;2022-7-26;Hace un año;4.73865797406535E+016;1.06989736733302E+020;6
ChdDSUhNMG9nS0VJQ0FnSUNxNDRPejVnRRAB;Precio regular. Buen servicio;3;neutro;2022-8-2;Hace un año;4998977434079;1.00548834800333E+020;4
ChdDSUhNMG9nS0VJQ0FnSUNXNGQyaTZRRRAB;Estuvo bien, costosa;3;neutro;2022-8-3;Hace 5 meses;4.84905467402986E+016;1.10172090656269E+020;3
ChdDSUhNMG9nS0VJQ0FnSUNxNkpYa3lnRRAB;Normal nada raro;4;neutro;2022-8-2;Hace un año;4.86698767414238E+016;1.1068642302204E+020;3
ChdDSUhNMG9nS0VJQ0FnSUNxNmJic3N3RRAB;Venta de acpm y gasolina para todos los vehículos;3;neutro;2022-7-28;Hace un año;4766165740797377;1.11813322460286E+020;9
ChdDSUhNMG9nS0VJQ0FnSUNxNmV1NXFBRRAB;Bien.... pero un poco más costosa la gasolina.;3;neutro;2022-7-26;Hace un año;4.66384887410938E+016;1.10432311700883E+020;8
ChdDSUhNMG9nS0VJQ0FnSUNXNThTRjZnRRAB;Muy poco que comer en ella para descansar, una estacion bastante distante en carretera;3;neutro;2022-7-28;Hace 4 meses;5.00362057585885E+016;1.09537892371403E+020;14
ChdDSUhNMG9nS0VJQ0FnSUNxNU9IQnlRRRAB;Muy lleno pero bueno;3;neutro;2022-7-26;Hace un año;4694087774123264;1.02278833845509E+020;4
ChdDSUhNMG9nS0VJQ0FnSUNxNWJEbnZBRRAB;Falta más agilidad para atender!!;3;neutro;2022-7-26;Hace un año;4.64553177413034E+016;1.09287489308443E+020;5
ChdDSUhNMG9nS0VJQ0FnSUNXOXRic2d3RRAB;Mal servicio pero la gasolina es rescatable;3;neutro;2022-7-26;Hace 5 meses;465374874130961;1.05474482515958E+020;7
ChdDSUhNMG9nS0VJQ0FnSUNxXzhlNTZBRRAB;Ya lo dije mejor antes del proceso de readecuacion ....;3;neutro;2022-8-3;Hace un año;4733912274130738;1.12496548117296E+020;10
ChdDSUhNMG9nS0VJQ0FnSUNxXzhmVThBRRAB;Fue mucho mejor antes de realizar obras de readecuación ....;3;neutro;2022-8-3;Hace un año;4.65179177405699E+016;1.12496548117296E+020;10
ChdDSUhNMG9nS0VJQ0FnSUNxXzhTS2hnRRAB;Faltan más negocios;3;neutro;2022-7-26;Hace un año;469649774084532;1.02604493171333E+020;3
ChdDSUhNMG9nS0VJQ0FnSUNXZ0pfNDdBRRAB;Como todas las estaciones de servicio;3;neutro;2022-8-3;Hace 5 meses;4.56665037422806E+016;1.04817214084779E+020;6
ChdDSUhNMG9nS0VJQ0FnSUNza002aHpnRRAB;Simplemente gasolinera;3;neutro;2022-7-26;Hace 2 años;4.57864947410698E+016;1.13558218882539E+020;2
ChdDSUhNMG9nS0VJQ0FnSUNza0lUdDB3RRAB;Los trancones para ingresar y salir los operarios de dispensadoras displicentes en los demás Terpel el servicio es muy bueno;3;neutro;2022-7-28;Hace 2 años;462467274179157;1.12315924851506E+020;20
ChdDSUhNMG9nS0VJQ0FnSUNzaDQtNjVBRRAB;Nada nuevo, surtir gasolina al carro;3;neutro;2022-7-26;Hace 2 años;4.72827847402423E+016;1.04817214084779E+020;6
ChdDSUhNMG9nS0VJQ0FnSUNzaHI2cF9BRRAB;"La estación de servicio tiene precios moderados, pero el sector no es muy agradable.
Lo único bueno es el lavadero de carros y el asadero de carne llanera";3;neutro;2022-8-3;Hace 2 años;4517164574117435;1.01225861562618E+020;27
ChdDSUhNMG9nS0VJQ0FnSUNZakpfQmh3RRAB;Servicio normal, bueno que puedas calibrar las llantas y aspirar el auto, lo malo es que te cobran el aire en las llantas;4;neutro;2022-7-26;Hace 3 años;4.69176027405592E+016;1.03479652652808E+020;23
ChdDSUhNMG9nS0VJQ0FnSUNZaTdLcW5nRRAB;Buenos equipos, pero hay que mejorar el servicio;3;neutro;2022-7-26;Hace 3 años;4.72521877405704E+016;1.13869287155071E+020;8
ChdDSUhNMG9nS0VJQ0FnSUNzaV92eW9nRRAB;Le falta más servicios como lavado, engrase y montallantas;3;neutro;2022-8-2;Hace 2 años;4.83299457424809E+016;1.09323596073291E+020;9
ChdDSUhNMG9nS0VJQ0FnSUNZaV9URXNRRRAB;Es la estación con una buena atención al cliente pero que casi siempre permanece un poco saturada;3;neutro;2022-7-28;Hace 3 años;462467274179157;1.00670366333689E+020;17
ChdDSUhNMG9nS0VJQ0FnSUNzaW9QZjF3RRAB;Punto de encuentro de ciclistas falta aseo en el servicio de baño y los fines de semana por la cantidad de ciclistas en la vía una ambulancia en el sector sería vital ya que la del peaje no es muy útil;3;neutro;2022-8-3;Hace 2 años;4.75883887415633E+016;1.05818674046514E+020;41
