idrev_places;text;estrellas;label;fecha_q;fecha_rev;id_place;usuarios_iduser;num palabras
ChdDSUhNMG9nS0VJQ0FnSUNhaGRXMHN3RRAB;Muy buen taller;5;positivo;2022-7-28;Hace 11 meses;4.65604947406808E+016;1.03027367385099E+020;3
ChdDSUhNMG9nS0VJQ0FnSUNHaGVXNXJBRRAB;El peor servicio que haya visto en una estación de gasolina.;1;negativo;2022-7-26;Hace 8 meses;4718154740685686;1.17874632746273E+020;11
ChdDSUhNMG9nS0VJQ0FnSUNHaHBiZF9nRRAB;Sitio es agradable,buena vista pero la carretera está en muy mal estado y se afectan los vehículos;4;positivo;2022-8-2;Hace 9 meses;484282374345075;1.04908803577132E+020;17
ChdDSUhNMG9nS0VJQ0FnSUNHaHBybXFRRRAB;Buen servicio, precios normales, ubicado sobre una ruta principal... La avenida Boyacá;4;positivo;2022-7-26;Hace 8 meses;4598245874145371;1.03973560440228E+020;12
ChdDSUhNMG9nS0VJQ0FnSUNhai0zbzJBRRAB;Ahí si le rinde la gasolina, dan lo que es;5;positivo;2022-7-28;Hace 11 meses;4.63053637407869E+016;1.11666208328725E+020;10
ChdDSUhNMG9nS0VJQ0FnSUNHai1IeXZBRRAB;Buen despinchadero;5;positivo;2022-7-26;Hace 8 meses;4.57864947410698E+016;1.11108816411471E+020;2
ChdDSUhNMG9nS0VJQ0FnSUNHajlYZXBBRRAB;Buen precio la gasolina.;5;positivo;2022-7-26;Hace 8 meses;4.73865797406535E+016;1.00345303349157E+020;4
ChdDSUhNMG9nS0VJQ0FnSUNHajZQVjVnRRAB;Buenos precios para toda la familia;5;positivo;2022-7-26;Hace 8 meses;4.66813327410966E+016;1.16430884973368E+020;6
ChdDSUhNMG9nS0VJQ0FnSUNHak16VDBBRRAB;Rápida atención muy buen servicio!!!;5;positivo;2022-8-3;Hace 9 meses;4733912274130738;1.04622691965698E+020;5
ChdDSUhNMG9nS0VJQ0FnSUNhak1mUjVnRRAB;Buen lugar para hacer paradas cuando se viaja a la vía al llano. La comida es rica, la tienda es limpia y ordenada. El tiempo de esperar para la comida es de 15 a 20 minutos. Recomendado;5;positivo;2022-8-3;Hace un año;4.44055517403023E+016;1.04885618553731E+020;37
ChdDSUhNMG9nS0VJQ0FnSUNhak5PMm1RRRAB;Muy excelente;5;positivo;2022-8-2;Hace un año;4.97056987428943E+016;1.11095864000111E+020;2
ChdDSUhNMG9nS0VJQ0FnSUNHako2Mi1RRRAB;Excelente lugar y servicio. Tiene todos los servicios.;5;positivo;2022-7-26;Hace 9 meses;4.62704317406575E+016;1.04011866179428E+020;8
ChdDSUhNMG9nS0VJQ0FnSUNHakpLYXhBRRAB;Muy divertido;5;positivo;2022-8-3;Hace 9 meses;4497917436764;1.06678104039446E+020;2
ChdDSUhNMG9nS0VJQ0FnSUNHakpUSjZBRRAB;fueron muy amables con el servicio y rapido.;4;positivo;2022-7-26;Hace 9 meses;467697974085909;1.10538466070065E+020;8
ChdDSUhNMG9nS0VJQ0FnSUNhal9pSDFnRRAB;Buena gasolina. Buen precio;4;positivo;2022-7-26;Hace 11 meses;4.67382067408843E+016;1.10592074854724E+020;4
ChdDSUhNMG9nS0VJQ0FnSUNhamFIN3VRRRAB;Buen precio!;5;positivo;2022-7-28;Hace 11 meses;6.19695877555764E+016;1.12230552656193E+020;2
ChdDSUhNMG9nS0VJQ0FnSUNHamFlTWdRRRAB;Muy buena gasolina rinde y generalmente manejan buenos precios lo único malo es que se llena rápido y hace trancon en la suba;4;positivo;2022-7-26;Hace 8 meses;4.74112917408999E+016;1.15067311989588E+020;23
ChdDSUhNMG9nS0VJQ0FnSUNHamZldTRBRRAB;Buena medida y excelente combustible;5;positivo;2022-8-3;Hace 8 meses;4.34200857436785E+016;1.04238711711435E+020;5
ChdDSUhNMG9nS0VJQ0FnSUNhanJ1cnNRRRAB;Para tanquear es excelente, debe mejorarse el servicio en los baños;5;positivo;2022-8-2;Hace un año;5.05059527438817E+016;1.18415350242153E+020;11
ChdDSUhNMG9nS0VJQ0FnSUNHanMyZzNBRRAB;Servicio lento;4;negativo;2022-7-26;Hace 8 meses;4.64553177413034E+016;1.06496337164851E+020;2
ChdDSUhNMG9nS0VJQ0FnSUNhanVQYTdRRRAB;Muy mala la atención por parte de la mujer que tanquea los vehículos. Atiende super mal;1;negativo;2022-7-26;Hace 11 meses;4694087774123264;1.01286078879682E+020;16
ChdDSUhNMG9nS0VJQ0FnSUNHaTlfV3hBRRAB;Personal siempre amable;5;positivo;2022-7-26;Hace 8 meses;4.72137857406094E+016;1.01548710737449E+020;3
ChdDSUhNMG9nS0VJQ0FnSUNHaTVfZ2d3RRAB;Siempre el mejor precio.;5;positivo;2022-7-26;Hace 8 meses;469649774084532;1.17515109057797E+020;4
ChdDSUhNMG9nS0VJQ0FnSUNhaU9PdmhBRRAB;Servicio rápido y amable.;5;positivo;2022-7-28;Hace un año;4613009474171582;1.02635525878601E+020;4
ChdDSUhNMG9nS0VJQ0FnSUNHaUtDTjVRRRAB;La persona q atiende muy servicial  excelente;5;positivo;2022-8-2;Hace 9 meses;4861741574191781;1.0577769246039E+020;7
ChdDSUhNMG9nS0VJQ0FnSUNHaVB5TV93RRAB;Aunque tiene un punto de bebidas no es encantador.;4;positivo;2022-8-3;Hace 9 meses;4958884874008806;1.08078608648717E+020;9
ChdDSUhNMG9nS0VJQ0FnSUNhaWQzQjd3RRAB;Excelente la Calidad del combustible Texaco en este sitio, el servicio es bastante bueno y es un sitio bien Amplio, para todo tipo de vehículos particulares y de carga;5;positivo;2022-8-3;Hace un año;4.56665037422806E+016;1.07233840712561E+020;29
ChdDSUhNMG9nS0VJQ0FnSUNhaWR2ZnRBRRAB;Excelente Lugar. Rápida Atención;5;positivo;2022-7-26;Hace 11 meses;4699057741100839;1.18149006729614E+020;4
ChdDSUhNMG9nS0VJQ0FnSUNHaWVxbzlBRRAB;Hay muy bien servicio de seguridad y d de trasporte.;1;positivo;2022-7-28;Hace 8 meses;1.93602821989952E+017;1.11575309060396E+020;10
ChdDSUhNMG9nS0VJQ0FnSUNhaWZXYzNnRRAB;Es precio justo la gasolina, pero la atención es pésima de todos los empleados;4;positivo;2022-7-28;Hace 11 meses;4.67576977414058E+016;1.1521961694615E+020;14
ChdDSUhNMG9nS0VJQ0FnSUNHaXB1M3pBRRAB;Es una atencion exelente gracais;4;positivo;2022-7-28;Hace 9 meses;4.67341467410523E+016;1.01168324596881E+020;5
ChdDSUhNMG9nS0VJQ0FnSUNHaXFXQnNBRRAB;Buena atención y buen precio de combustible ✅;5;positivo;2022-7-28;Hace 9 meses;4.67576977414058E+016;1.05372028698194E+020;8
ChdDSUhNMG9nS0VJQ0FnSUNHaXNhTHV3RRAB;Buen precio y en apariencia buena medida en comparación con otras estaciones del sector;4;positivo;2022-8-3;Hace 9 meses;4.57884487409881E+016;1.09874721427151E+020;14
ChdDSUhNMG9nS0VJQ0FnSUNhaXVHNjZBRRAB;Con  venta de gas;4;positivo;2022-8-3;Hace un año;4.34200857436785E+016;1.02284065941595E+020;4
ChdDSUhNMG9nS0VJQ0FnSUNhay1taG93RRAB;Gasolina más económica y de buena calidad;5;positivo;2022-7-26;Hace 11 meses;4.74112917408999E+016;1.04729813943374E+020;7
ChdDSUhNMG9nS0VJQ0FnSUNhazluWDlnRRAB;Gasolina más económica del sector;5;positivo;2022-8-3;Hace 11 meses;4633006740640668;1.00963933901574E+020;5
ChdDSUhNMG9nS0VJQ0FnSUNhazUycHlnRRAB;Muy careros por una despinchada de moto me cobraron 20 mil;1;negativo;2022-7-26;Hace 11 meses;4.59136667408308E+016;1.12530684426549E+020;11
ChdDSUhNMG9nS0VJQ0FnSUNhazZxT253RRAB;Buena atención y precios competitivos;4;positivo;2022-7-26;Hace 11 meses;4688447406199;1.15452113537511E+020;5
ChdDSUhNMG9nS0VJQ0FnSUNhb05XZThnRRAB;Buen lugar para repostar y estirar las piernas.;5;positivo;2022-7-28;Hace un año;4.81924477403467E+016;1.0518117168973E+020;8
ChdDSUhNMG9nS0VJQ0FnSUNHb082aDVnRRAB;Práctico y rico;5;positivo;2022-7-26;Hace 9 meses;4723971740723754;1.15458540251149E+020;3
ChdDSUhNMG9nS0VJQ0FnSUNHb083c3JBRRAB;"Hoy 16 oct 2021 siendo las 8 pm aproximadamente,
Quiero compartir que me acerque a aplicar gasolina por seguridad mía.
Le aplique 30 mil pesos,los cuales marcó legalmente la maquina, pero luego que";1;negativo;2022-8-3;Hace 9 meses;4.2610956745313E+016;1.02059525689581E+020;31
ChdDSUhNMG9nS0VJQ0FnSUNhb09PMWxnRRAB;Por favor. Sería bueno una estacion de carga para vehiculos eléctricos como la de siberia y la de puerto salgar. Los que protegemos el medio ambiente también queremos viajar. Gracias;5;positivo;2022-8-2;Hace un año;4998977434079;1.12822515450669E+020;30
ChdDSUhNMG9nS0VJQ0FnSUNhb0txaHpnRRAB;Precio económico a comparacion actual de las otras.;4;positivo;2022-7-26;Hace un año;4.67244357410538E+016;1.00227543552266E+020;8
ChdDSUhNMG9nS0VJQ0FnSUNhb0xiQ3pRRRAB;Mejor precio del sector;5;positivo;2022-7-28;Hace un año;4580642774154869;1.16173513823037E+020;4
ChdDSUhNMG9nS0VJQ0FnSUNHb1lEZnpnRRAB;" Happy hour se 10 p. M. A 6 a. M.


Happy hour se 10 PM a 6 am";4;positivo;2022-7-26;Hace 8 meses;4.69229217404462E+016;1.17176961044748E+020;17
ChdDSUhNMG9nS0VJQ0FnSUNHb2NfMnpnRRAB;Es muy demorada la atención.;1;negativo;2022-7-28;Hace 8 meses;4.67576977414058E+016;1.02351206241177E+020;5
ChdDSUhNMG9nS0VJQ0FnSUNhb3A3NDR3RRAB;Hay un vigilante llamado firulais;5;positivo;2022-7-26;Hace un año;4.6539906741419E+016;1.11537656734394E+020;5
ChdDSUhNMG9nS0VJQ0FnSUNhb3JIS2dnRRAB;Buena atención y parece que es buena medida del combustible;4;positivo;2022-7-26;Hace un año;4.68856737407246E+016;1.10092232523342E+020;10
ChdDSUhNMG9nS0VJQ0FnSUNhb3YtRXJ3RRAB;Excelente sabor comida coreana;5;positivo;2022-7-26;Hace 11 meses;4.60594917413126E+016;1.10877290786421E+020;4
ChdDSUhNMG9nS0VJQ0FnSUNhb3ZDTzZBRRAB;Deliciosas comidas rápidas;5;positivo;2022-8-3;Hace un año;4.8767214740376E+016;1.08902780685782E+020;3
ChdDSUhNMG9nS0VJQ0FnSUNHbDdhbXJnRRAB;No tienen servicio de datafono;1;negativo;2022-7-28;Hace 8 meses;468580474113202;1.08478589063636E+020;5
ChdDSUhNMG9nS0VJQ0FnSUNhbDVmajdBRRAB;Se puede pertenecer a muchos clubes de consumidores para acumular puntos;4;positivo;2022-8-3;Hace 11 meses;463207474103606;1.12348237079883E+020;11
ChdDSUhNMG9nS0VJQ0FnSUNhbDZPTWl3RRAB;Excelente servicio y atención.;5;positivo;2022-7-26;Hace 11 meses;4.66960697411292E+016;1.01133152137787E+020;4
ChdDSUhNMG9nS0VJQ0FnSUNHbDZTejhnRRAB;Buena atención, hay gasolina extra 98 octanos,;4;positivo;2022-7-26;Hace 8 meses;468765174074794;1.06838486868235E+020;7
ChdDSUhNMG9nS0VJQ0FnSUNHbEpfSXJ3RRAB;Precios estándar, buen combustible;4;positivo;2022-7-26;Hace 9 meses;4572133374098321;1.10879787199115E+020;4
ChdDSUhNMG9nS0VJQ0FnSUNHbFlTc2hnRRAB;Los empleados atienden bien a los usuarios.;5;positivo;2022-7-26;Hace 8 meses;4750852740433842;1.03838244085584E+020;7
ChdDSUhNMG9nS0VJQ0FnSUNhbGRIYzN3RRAB;Buen precio de gasolina, servicio de baño, venta de líquidos.;5;positivo;2022-7-28;Hace 11 meses;4580642774154869;1.02592490211752E+020;10
ChdDSUhNMG9nS0VJQ0FnSUNhbHNXR2hRRRAB;Atención un poco lenta;4;positivo;2022-7-26;Hace 11 meses;469351740914952;1.14383823792329E+020;4
ChdDSUhNMG9nS0VJQ0FnSUNhbHVPM3FRRRAB;Buena ubicación, precios por arriba de terpel;4;positivo;2022-7-26;Hace 11 meses;4.70967127405391E+016;1.0739113796308E+020;7
ChdDSUhNMG9nS0VJQ0FnSUNHbk1tNGx3RRAB;Buen servicio y rápida atención.  el precio de los mejores del sector por el galón de gasolina!!!!;5;positivo;2022-7-26;Hace 9 meses;4.67244357410538E+016;1.00058400872122E+020;17
ChdDSUhNMG9nS0VJQ0FnSUNhbk9ibDN3RRAB;Muyyy buena atención;5;positivo;2022-8-3;Hace un año;4.77589557414272E+016;1.15515310052743E+020;3
ChdDSUhNMG9nS0VJQ0FnSUNhbkt6ZHRBRRAB;Excelente atención de servicios;5;positivo;2022-8-3;Hace un año;4733912274130738;1.05008881432203E+020;4
ChdDSUhNMG9nS0VJQ0FnSUNHbkx6Q3RRRRAB;" buena atencion


good atention";4;positivo;2022-7-26;Hace 9 meses;4750852740433842;1.09130551304189E+020;3
ChdDSUhNMG9nS0VJQ0FnSUNHbkxEMHR3RRAB;No me rindió la gasolina;3;negativo;2022-8-3;Hace 9 meses;4.58957147407111E+016;1.09431869988747E+020;5
ChdDSUhNMG9nS0VJQ0FnSUNhblB2LXNRRRAB;En esta estación me atendieron súper bien, el combustible no tiene valores tan exagerados como en otros lugares. Además de eso me dieron de adicional una desinfección del aire acondicionado gratis, esto incentiva a parte del buen servicio a seguir yendo a este lugar .;5;positivo;2022-7-28;Hace un año;6.19695877555764E+016;1.01656488918549E+020;45
ChdDSUhNMG9nS0VJQ0FnSUNHblBENXR3RRAB;Los precios son cómodos, de los más económicos y buena gasolina.;4;positivo;2022-7-26;Hace 9 meses;4.60594917413126E+016;1.15768877521771E+020;11
ChdDSUhNMG9nS0VJQ0FnSUNHblk3TG5RRRAB;Muy amables las personas;4;positivo;2022-7-26;Hace 8 meses;4.6577527740672E+016;1.05435018119405E+020;4
ChdDSUhNMG9nS0VJQ0FnSUNHbllla3BRRRAB;Fui por un mantenimiento preventivo y en el proceso dañaron el conmutador de las luces que aparte me lo querían hacer pagar a mi, cuando justifiqué que ese daño lo habían realizado ellos se hicieron cargo y respondieron, (aunque se;3;negativo;2022-7-28;Hace 8 meses;4.65604947406808E+016;1.0506984082335E+020;40
ChdDSUhNMG9nS0VJQ0FnSUNHbmJlQ253RRAB;Muy buen servicio y bien organizado;5;positivo;2022-8-2;Hace 8 meses;4805532974348997;1.02366390355623E+020;6
ChdDSUhNMG9nS0VJQ0FnSUNhbmJqVm9RRRAB;Visito a diario estos sitios a recargar combustible;5;positivo;2022-8-3;Hace 11 meses;4600049674089636;1.03118099834007E+020;8
ChdDSUhNMG9nS0VJQ0FnSUNHbmZYRHlRRRAB;Buen servicio. Precio justo;5;positivo;2022-7-28;Hace 8 meses;6.19695877555764E+016;1.05127297085079E+020;4
ChdDSUhNMG9nS0VJQ0FnSUNhbnRyemtBRRAB;Mala atención en este sitio;2;negativo;2022-8-3;Hace un año;460522037409563;1.17830309935808E+020;5
ChdDSUhNMG9nS0VJQ0FnSUNHbnV5N3BRRRAB;Muy buen producto y servicio;4;positivo;2022-7-26;Hace 8 meses;4688447406199;1.05528465804336E+020;5
ChdDSUhNMG9nS0VJQ0FnSUNhbnYyNTNRRRAB;Siempre hay trancon porque se encuentra en el cruce de la avenida Villavicencio al barrio el Perdomo y hay semáforos muy seguidos que firman el trancon.;4;positivo;2022-7-28;Hace 11 meses;4589273474161609;1.00993900596406E+020;26
ChdDSUhNMG9nS0VJQ0FnSUNHbTdIVnR3RRAB;La medida es muy buena;5;positivo;2022-7-26;Hace 8 meses;4751315740933987;1.18320011140621E+020;5
ChdDSUhNMG9nS0VJQ0FnSUNHbThiOXZ3RRAB;Personal amable;4;positivo;2022-7-28;Hace 8 meses;4580642774154869;1.03946555091251E+020;2
ChdDSUhNMG9nS0VJQ0FnSUNHbTluZTh3RRAB;Mala atención por parte de la señorita que distribuye el gas además de estar chateando.;2;negativo;2022-7-26;Hace 8 meses;4.74666127402272E+016;1.16867202445864E+020;15
ChdDSUhNMG9nS0VJQ0FnSUNHbU15WW5BRRAB;Excelente servicio, se puede pagar con nequi o daviplata;5;positivo;2022-7-26;Hace 9 meses;4699057741100839;1.01543665988653E+020;9
ChdDSUhNMG9nS0VJQ0FnSUNHbUoyOW9BRRAB;Perfecta para recargar, ponerse chaqueta y continuar el viaje. Tienen baños limpios y gasolina extra 98 octanos;5;positivo;2022-8-3;Hace 9 meses;4.40845777438956E+016;1.04081788401027E+020;17
ChdDSUhNMG9nS0VJQ0FnSUNhbUpLc25BRRAB;Completa;4;positivo;2022-7-26;Hace un año;4.61419297415078E+016;1.06836673913674E+020;1
ChdDSUhNMG9nS0VJQ0FnSUNHbUpYdnRnRRAB;Subió mucho la gasolina ⛽;4;positivo;2022-7-26;Hace 9 meses;4.67382067408843E+016;1.06738927609064E+020;5
ChdDSUhNMG9nS0VJQ0FnSUNhbUxqYnFRRRAB;"Muy buen servicio.
Consigues aspiradora para limpiar tu auro";4;positivo;2022-7-26;Hace un año;469351740914952;1.06072417100768E+020;8
ChdDSUhNMG9nS0VJQ0FnSUNhbVBERmpnRRAB;Super económico;5;positivo;2022-7-26;Hace un año;4.68646257408148E+016;1.17377847927608E+020;2
ChdDSUhNMG9nS0VJQ0FnSUNhbVBMRXdnRRAB;Buen servicio, atención rápida, tienen millas siempre, puedes echar aire gratis a tus llantas, y por 500 pesos utilizas una aspiradora por un minuto aproximadamente.;5;positivo;2022-7-26;Hace un año;469351740914952;1.06833864778337E+020;25
ChdDSUhNMG9nS0VJQ0FnSUNHbVBta19RRRAB;Muy buen precio de gasolina;5;positivo;2022-7-26;Hace 9 meses;4.59093227412556E+016;1.05672222021707E+020;5
ChdDSUhNMG9nS0VJQ0FnSUNHbVlYVjl3RRAB;Buen precio y servicio...;4;positivo;2022-7-26;Hace 8 meses;4.62704317406575E+016;1.04416730424438E+020;4
ChdDSUhNMG9nS0VJQ0FnSUNhbW91OG93RRAB;Buenos precios y excelente medida de combustible y un gran citio para encuentros para partir algún lugar;4;positivo;2022-7-28;Hace 11 meses;4.5948411741455E+016;1.02812143899838E+020;17
ChdDSUhNMG9nS0VJQ0FnSUNhbW96anR3RRAB;El mejor precio en juagada de carro del sector;5;positivo;2022-7-26;Hace 11 meses;4.72521877405704E+016;1.01347287545196E+020;9
ChdDSUhNMG9nS0VJQ0FnSUNHbWJXZW9nRRAB;Lo que más me gusta es poder inflar las llantas de mi bici;5;positivo;2022-7-26;Hace 8 meses;4.64553177413034E+016;1.01699782567751E+020;13
ChdDSUhNMG9nS0VJQ0FnSUNhbWNyTGdnRRAB;Buena Gasolina;4;positivo;2022-7-28;Hace 11 meses;468580474113202;1.16843061762864E+020;2
ChdDSUhNMG9nS0VJQ0FnSUNHbWViVHpnRRAB;Recomendable. Buen precio medida exacta;5;positivo;2022-7-28;Hace 8 meses;4.63053637407869E+016;1.15607123602997E+020;5
ChdDSUhNMG9nS0VJQ0FnSUNhbWZQcF9BRRAB;Les falta mucha decoración;2;negativo;2022-7-28;Hace 11 meses;4.67076577406654E+016;1.12404514541249E+020;4
ChdDSUhNMG9nS0VJQ0FnSUNHbXJpTzh3RRAB;no la recomiendo roban al cargar combustible, las bombas están arregladas para no tanquear lo que se compra ojo;3;negativo;2022-7-26;Hace 9 meses;4.74112917408999E+016;1.05355026237773E+020;19
ChdDSUhNMG9nS0VJQ0FnSUNhbXRMMXVBRRAB;Hoy miércoles 28 de julio a las 4 y 50 pm de la tarde el hombre que estaba atendiendo es un altanero grosero fui a pagar con mercado pago y haciendo mala cara y luego fui a pagar con tarjeta y supremamente grosero que tenia que tener;1;negativo;2022-7-26;Hace 11 meses;4.69176027405592E+016;1.0725530652738E+020;47
ChdDSUhNMG9nS0VJQ0FnSUNHbXZDYm1nRRAB;Hace unos días tanquee la moto en esa estación y creo que fue la peor idea que se me ha ocurrido luego de tanquear al día siguiente la moto empezó a fallar a botar humo y una serie de problemas mas  y todo fue debido a que el combustible de;1;negativo;2022-8-3;Hace 9 meses;433941817436387;1.01132237444945E+020;50
ChdDSUhNMG9nS0VJQ0FnSUNHbzlfSTlRRRAB;Lunes 4 am y no despachan gasolina, entonces porque dicen que 24 horas, definitivamente pésimo servicio, organicen el abastecimiento de la estación de manera que puedan cumplir con decir que atienden 24 horas;1;negativo;2022-7-26;Hace 8 meses;4.73103297402422E+016;1.04457992999429E+020;33
ChdDSUhNMG9nS0VJQ0FnSUNhbzYzazVRRRAB;Carga uno combustible y le cobran por utilizar el baño (1000) cuando esté servicio es público y más si se carga combustible No lo recomiendo para nada;1;negativo;2022-7-26;Hace 11 meses;4.70633277405451E+016;1.00985006297635E+020;27
ChdDSUhNMG9nS0VJQ0FnSUNHc0tDTHR3RRAB;Bueno bonito;5;positivo;2022-8-3;Hace 9 meses;4.44055517403023E+016;1.10321036063475E+020;2
ChdDSUhNMG9nS0VJQ0FnSUNHc0tqZHlRRRAB;Son rápidos en el servicio, el personal es amable;4;positivo;2022-8-3;Hace 8 meses;4633006740640668;1.1678881461957E+020;9
ChdDSUhNMG9nS0VJQ0FnSUNHc1l1Wm1BRRAB;Buena atención y a buen precio.;5;positivo;2022-7-26;Hace 8 meses;4.67382067408843E+016;1.03953014510345E+020;6
ChdDSUhNMG9nS0VJQ0FnSUNHc1pubjB3RRAB;Súper bien ubicado;5;positivo;2022-7-28;Hace 8 meses;4.81924477403467E+016;1.05981579888122E+020;3
ChdDSUhNMG9nS0VJQ0FnSUNHc2F2TTRnRRAB;Tiene precios moderados;5;positivo;2022-8-2;Hace 9 meses;5.06888057459944E+016;1.14933538654498E+020;3
ChdDSUhNMG9nS0VJQ0FnSUNhc3FYSW93RRAB;Un buen lugar que encuentras en el sector de pte Aranda. Dónde puedes disfrutar del cuidado de su vehículo. Con un excelente lavadero para ellos. Y si quieres una buena tasa de café también lo puedes disfrutar.;5;positivo;2022-7-26;Hace 11 meses;4.6339967741015E+016;1.03332948256308E+020;37
ChdDSUhNMG9nS0VJQ0FnSUNHcDRqRmd3RRAB;Taquie y  pase LA tarjeta y q supuestamente No Paso pague en efectivo ydespues me llego el mensaje q si hania sido exitosa mi compra;1;negativo;2022-7-28;Hace 8 meses;4704663740901807;1.04520071632006E+020;25
ChdDSUhNMG9nS0VJQ0FnSUNHcDZLTGdnRRAB;La más barata del sector;5;positivo;2022-7-26;Hace 8 meses;4.59093227412556E+016;1.07535173274186E+020;5
ChdDSUhNMG9nS0VJQ0FnSUNHcExEX3RBRRAB;Terrible la señora que atiende;1;negativo;2022-7-26;Hace 9 meses;4694931740683894;1.06224969109738E+020;5
ChdDSUhNMG9nS0VJQ0FnSUNhcGFMeTFRRRAB;Siempre hay problemas con tarjeta Terpel para descuento;4;positivo;2022-7-26;Hace 11 meses;4.66813327410966E+016;1.14068579380929E+020;8
ChdDSUhNMG9nS0VJQ0FnSUNHcGFUYjN3RRAB;Un servicio bueno;4;positivo;2022-8-2;Hace 8 meses;4.87458267446981E+016;1.01390239746999E+020;3
ChdDSUhNMG9nS0VJQ0FnSUNhcGJYczRnRRAB;Combustibles de la mejor calidad;5;positivo;2022-7-26;Hace 11 meses;4572133374098321;1.05023264014758E+020;5
ChdDSUhNMG9nS0VJQ0FnSUNHci0zVXRnRRAB;Sin problema... Buen servicio y siempre funciona el sistema para acumular millas;5;positivo;2022-7-28;Hace 8 meses;4580642774154869;1.10560200350748E+020;12
ChdDSUhNMG9nS0VJQ0FnSUNhck1TTHl3RRAB;Muy buena estacion . Tiene mercado pago con descuento en la primera compra;5;positivo;2022-7-26;Hace un año;4.58936647409121E+016;1.07269733248006E+020;13
ChdDSUhNMG9nS0VJQ0FnSUNHck8tQl9RRRAB;Barato y muy bien;5;positivo;2022-7-26;Hace 9 meses;4.62704317406575E+016;1.07551615208615E+020;4
ChdDSUhNMG9nS0VJQ0FnSUNhck9LMnhRRRAB;Exelente medida buen precio;5;positivo;2022-7-26;Hace un año;4.74112917408999E+016;1.16588452484457E+020;4
ChdDSUhNMG9nS0VJQ0FnSUNHckpxWHdBRRAB;Oficinas, sur norte pasando el puente de las Américas,con boyacá.;5;positivo;2022-7-28;Hace 9 meses;4631828741372999;1.0557137652338E+020;10
ChdDSUhNMG9nS0VJQ0FnSUNhcmFlZ3N3RRAB;Buen servicio, aunque falta como un supermercado para comprar tal vez cuando uno viene de un trayecto tan largo;5;positivo;2022-8-3;Hace 11 meses;434411674379509;1.03284918685547E+020;19
ChdDSUhNMG9nS0VJQ0FnSUNHcnN5YTBnRRAB;Buen lugar de encuentro para dejar el carro mientras se va a montar en bici;5;positivo;2022-8-3;Hace 9 meses;4.75883887415633E+016;1.18127761560954E+020;15
ChdDSUhNMG9nS0VJQ0FnSUNHcnNlQjl3RRAB;Me dejaron aparcar mi carro ahí sin ningún problema muy serviciales.;5;positivo;2022-7-26;Hace 8 meses;4.69229217404462E+016;1.05187580440355E+020;11
ChdDSUhNMG9nS0VJQ0FnSUNHcnQyZDNBRRAB;El servicio de monta llantas es ágil con buena atención.;4;positivo;2022-8-3;Hace 9 meses;4.84916357405496E+016;1.10168310364707E+020;10
ChdDSUhNMG9nS0VJQ0FnSUNHcS16eGl3RRAB;"La verdad tienen un pésimo servicio son déspotas sobre todo los señores del monta llantas y los de cambio de aceite..
No les gusta ayudar y son mal hablado ala hora de atender, como si ellos";1;negativo;2022-8-3;Hace 8 meses;4.61666127409817E+016;1.09147114811494E+020;35
ChdDSUhNMG9nS0VJQ0FnSUNHcThTWnVBRRAB;Mal manejo del tráfico al ingreso a la estación de servicio;3;negativo;2022-7-26;Hace 8 meses;4.74112917408999E+016;1.13463051236497E+020;11
ChdDSUhNMG9nS0VJQ0FnSUNHcTl5RWtnRRAB;Buen precio del galón...;3;positivo;2022-7-28;Hace 8 meses;4.60390667414269E+016;1.07403754502975E+020;4
ChdDSUhNMG9nS0VJQ0FnSUNHcU02Nmt3RRAB;El servicio es bueno, el precio esta bien.;4;positivo;2022-7-26;Hace 9 meses;464043674115471;1.07816197076978E+020;8
ChdDSUhNMG9nS0VJQ0FnSUNHcUpQaHNnRRAB;Bueno!;5;positivo;2022-8-3;Hace 9 meses;4.7589537740448E+016;1.05768185610483E+020;1
ChdDSUhNMG9nS0VJQ0FnSUNhcUt2ZGpBRRAB;No visiten estos lugares solos y de noche porq es peligroso;5;positivo;2022-7-26;Hace un año;4.64473817406164E+016;1.02352765363927E+020;11
ChdDSUhNMG9nS0VJQ0FnSUNHcUtIY3d3RRAB;La Gasolinera como tal es EXCELENTE, pero el lavadero que pusieron hay es PESIMO, MEDIOCRE NUNCA LLEVEN EL CARRO A LAVAR HAY solo vayan a tanquear...;1;negativo;2022-8-2;Hace 9 meses;4.71456837424081E+016;1.02443175355861E+020;26
ChdDSUhNMG9nS0VJQ0FnSUNHcV9fZ2lnRRAB;Es de las pocas que permiten tanquesr gas;5;positivo;2022-7-26;Hace 8 meses;4.67382067408843E+016;1.01132863637177E+020;8
ChdDSUhNMG9nS0VJQ0FnSUNHcVBhZDhBRRAB;Acostumbro a tanquear en este lugar. Aunque es un poco más costoso que en otras estaciones y es bastante concurrido, la atención es muy buena y hay varios programas de fidelización muy convenientes;5;positivo;2022-7-26;Hace 9 meses;4.6640279741095E+016;1.09348779594396E+020;33
ChdDSUhNMG9nS0VJQ0FnSUNHcVBTZXV3RRAB;Muy buena ubicación y servicio hay una farmacia en el sitio, en la subida de la vía Bogotá a Manizales, al ingreso hacia Manizales;5;positivo;2022-7-28;Hace 9 meses;5.04210467547893E+016;1.08187211318049E+020;24
